"Code","Description","Version"
"C60B","AC & MJR EYE INFECTN -CC","6.0x"
"C61A","NEUROLOGICAL&VASCLR EYE DIS+CC","6.0x"
"C61B","NEUROLOGICAL&VASCLR EYE DIS-CC","6.0x"
"C62Z","HYPHEMA &MED MANAGD EYE TRAUMA","6.0x"
"C63Z","OTHER DISORDERS OF THE EYE","6.0x"
"D01Z","COCHLEAR IMPLANT","6.0x"
"D02A","HEAD & NECK PROC +MVTT/+CSCC","6.0x"
"D02B","HEAD & NECK PROC +MALIG/+MCC","6.0x"
"D02C","HEAD & NECK PROC -MALG -CC","6.0x"
"D03Z","SURGCL RPR CLEFT LIP/PALATE DX","6.0x"
"D04A","MAXILLO SURGERY + CC","6.0x"
"D04B","MAXILLO SURGERY - CC","6.0x"
"D05Z","PAROTID GLAND PROCS","6.0x"
"D06Z","SINUS &CMPLX MDDL EAR PR","6.0x"
"D10Z","NASAL PROCEDURES","6.0x"
"D11Z","TONSILLECTOMY, ADENOIDECTOMY","6.0x"
"D12Z","OTH EAR, NOSE, MOUTH & THROAT PR","6.0x"
"D13Z","MYRINGOTOMY +TUBE INSERTION","6.0x"
"D14Z","MOUTH & SALIVARY GLAND PROCS","6.0x"
"D15Z","MASTOID PROCEDURES","6.0x"
"D21A","InValid Class","6.0x"
"D40Z","DENTAL EXTRACT & RESTORATIONS","6.0x"
"D60A","EAR NOSE MOUTH&THROAT MAL+CSCC","6.0x"
"D60B","EAR NOSE MOUTH&THROAT MAL-CSCC","6.0x"
"D61Z","DYSEQUILIBRIUM","6.0x"
"D62Z","EPISTAXIS","6.0x"
"D63Z","OTITIS MEDIA AND URI","6.0x"
"D64Z","LARYNGOTRACHEITIS&EPIGLOTTITIS","6.0x"
"D65Z","NASAL TRAUMA & DEFORMITY","6.0x"
"40.50","Urology","4.1"
"40.51","Breast","4.1"
"40.52","Oncology","4.1"
"40.53","General medicine","4.1"
"40.54","General surgery","4.1"
"20.53","Obstetrics - Management of complex pregnancy","Tier2"
"20.54","Maternal fetal medicine","Tier2"
"20.55","Telehealth – patient location","Tier2"
"30.01","General Imaging","Tier2"
"30.02","Medical Resonance Imaging (MRI)","Tier2"
"30.03","Computerised Tomography (CT)","Tier2"
"30.04","Nuclear Medicine","Tier2"
"30.05","Pathology (Microbiology, Haematology, Biochemistry)","Tier2"
"30.08","Clinical Measurement","Tier2"
"40.01","Aboriginal and Torres Strait Islander Health Clinic","Tier2"
"40.02","Aged Care Assessment","Tier2"
"40.03","Aids and Appliances","Tier2"
"40.04","Clinical Pharmacy","Tier2"
"40.05","Hydrotherapy","Tier2"
"40.06","Occupational Therapy","Tier2"
"40.07","Pre-Admission and Pre-Anaesthesia","Tier2"
"40.08","Primary Health Care","Tier2"
"40.09","Physiotherapy","Tier2"
"40.1","Sexual Health","Tier2"
"40.10","Sexual Health","Tier2"
"40.11","Social Work","Tier2"
"40.12","Rehabilitation","Tier2"
"40.13","Wound Management","Tier2"
"40.14","Neuropsychology","Tier2"
"40.15","Optometry","Tier2"
"40.16","Orthoptics","Tier2"
"40.17","Audiology","Tier2"
"40.18","Speech Pathology","Tier2"
"40.21","Cardiac Rehabilitation","Tier2"
"40.22","Stomal Therapy","Tier2"
"40.23","Nutrition/Dietetics","Tier2"
"40.24","Orthotics","Tier2"
"40.25","Podiatry","Tier2"
"40.27","Family Planning","Tier2"
"40.28","Midwifery and Maternity","Tier2"
"40.29","Psychology","Tier2"
"40.3","Alcohol and Other Drugs","Tier2"
"40.30","Alcohol and Other Drugs","Tier2"
"40.31","Burns","Tier2"
"40.32","Continence","Tier2"
"40.33","General Counselling","Tier2"
"40.34","Specialist Mental Health","Tier2"
"40.35","Palliative Care","Tier2"
"40.36","Geriatric Evaluation and Management (GEM)","Tier2"
"40.37","Psychogeriatric","Tier2"
"40.38","Infectious Diseases","Tier2"
"40.39","Neurology","Tier2"
"40.4","Respiratory","Tier2"
"40.40","Respiratory","Tier2"
"40.41","Gastroenterology","Tier2"
"40.42","Circulatory","Tier2"
"40.43","Hepatobiliary","Tier2"
"40.44","Orthopaedics","Tier2"
"40.45","Dermatology","Tier2"
"40.46","Endocrinology","Tier2"
"40.47","Nephrology","Tier2"
"40.48","Haematology and Immunology","Tier2"
"40.49","Gynaecology","Tier2"
"40.5","Urology","Tier2"
"40.50","Urology","Tier2"
"40.51","Breast","Tier2"
"40.52","Oncology","Tier2"
"40.53","General Medicine","Tier2"
"40.54","General Surgery","Tier2"
"40.55","Paediatrics","Tier2"
"40.56","Falls Prevention","Tier2"
"40.57","Cognition and memory","Tier2"
"40.58","Hospital Avoidance Programs","Tier2"
"40.59","Post Acute Care","Tier2"
"40.6","Pulmonary Rehabilitation","Tier2"
"40.60","Pulmonary Rehabilitation","Tier2"
"40.61","Telehealth – patient location","Tier2"
"99.94","InValid Class","Tier2"
"99.95","Excluded data ","Tier2"
"99.96","Excluded nonclinical ","Tier2"
"99.97","Expired establishment type ","Tier2"
"99.98","Unmappable clinic","Tier2"
"P68D","NEO,W>=2500G-OR/V,>=37WKS,MINC","10.0"
"A13A","VENTILATION >= 336HRS, MAJC","11.0"
"A13B","VENTILATION >= 336HRS, MINC","11.0"
"A14A","VENTILATION >= 96 & < 336HRS, MAJC","11.0"
"A14B","VENTILATION >= 96 & < 336HRS, INTC","11.0"
"A14C","VENTILATION >= 96 & < 336HRS, MINC","11.0"
"A15A","TRACHEOSTOMY, MAJC","11.0"
"A15B","TRACHEOSTOMY, INTC","11.0"
"A15C","TRACHEOSTOMY, MINC","11.0"
"A40Z","ECMO","11.0"
"B01Z","VENTRICULAR SHUNT REV","11.0"
"B02A","CRANIAL INTERVTN, MAJC","11.0"
"B02B","CRANIAL INTERVTN, INTC","11.0"
"B02C","CRANIAL INTERVTN, MINC","11.0"
"B03A","SPINAL INTERVTN, MAJC","11.0"
"B03B","SPINAL INTERVTN, INTC","11.0"
"B03C","SPINAL INTERVTN, MINC","11.0"
"B04A","EXTRACRANIAL VASCULAR INTERVTN, MAJC","11.0"
"B04B","EXTRACRANIAL VASCULAR INTERVTN, INTC","11.0"
"B04C","EXTRACRANIAL VASCULAR INTERVTN, MINC","11.0"
"B05Z","CARPAL TUNNEL RELEASE","11.0"
"B06A","CBL PSY, MUS DYSY, NPTHY INTERVT, MAJC","11.0"
"B06B","CBL PSY, MUS DYSY, NPTHY INTERVT, INTC","11.0"
"B06C","CBL PSY, MUS DYSY, NPTHY INTERVT, MINC","11.0"
"B07A","CRANL/PRPHL NERV & OTH INTERVTN, MAJC","11.0"
"B07B","CRANL/PRPHL NERV & OTH INTERVTN, MINC","11.0"
"B08A","ENDOVASCULAR CLOT RETRIEVAL, MAJC","11.0"
"B08B","ENDOVASCULAR CLOT RETRIEVAL, MINC","11.0"
"B40Z","PLASMAPHERESIS + NEURO DIS, SD","11.0"
"B41A","TELEMETRIC EEG MONITOR, MAJC","11.0"
"B41B","TELEMETRIC EEG MONITOR, MINC","11.0"
"B42A","NERV SYS DIS +VENT SUPP, MAJC","11.0"
"B42B","NERV SYS DIS +VENT SUPP, INTC","11.0"
"B42C","NERV SYS DIS +VENT SUPP, MINC","11.0"
"B62Z","APHERESIS","11.0"
"B63A","DMNTIA & CHRNIC DIST CBL FN, MAJC","11.0"
"B63B","DMNTIA & CHRNIC DIST CBL FN, MINC","11.0"
"B64A","DELIRIUM, MAJC","11.0"
"B64B","DELIRIUM, MINC","11.0"
"B65Z","CEREBRAL PALSY","11.0"
"B66A","NRVS SYS NEOPLAS DISRD, MAJC","11.0"
"B66B","NRVS SYS NEOPLAS DISRD, MINC","11.0"
"B67A","DEGNRTV NERV SYS DIS, MAJC","11.0"
"B67B","DEGNRTV NERV SYS DIS, INTC","11.0"
"B67C","DEGNRTV NERV SYS DIS, MINC","11.0"
"B68A","MLT SCLROSIS & CBL ATAXIA, MAJC","11.0"
"B68B","MLT SCLROSIS & CBL ATAXIA, MINC","11.0"
"B69A","TIA & PRECEREBRL OCCLUSN, MAJC","11.0"
"B69B","TIA & PRECEREBRL OCCLUSN, MINC","11.0"
"B70A","STROKE & OTH CEREB DIS, MAJC","11.0"
"B70B","STROKE & OTH CEREB DIS, INTC","11.0"
"B70C","STROKE & OTH CEREB DIS, MINC","11.0"
"B70D","STROKE & OTH CEREB DIS, TR < 5D","11.0"
"B71A","CRANIAL & PERIPHL NERV DIS, MAJC","11.0"
"B71B","CRANIAL & PERIPHL NERV DIS, MINC","11.0"
"B72A","NRVS SYS INF EX VRL MNGTS, MAJC","11.0"
"B72B","NRVS SYS INF EX VRL MNGTS, MINC","11.0"
"B73A","VIRAL MENINGITIS, MAJC","11.0"
"B73B","VIRAL MENINGITIS, MINC","11.0"
"B74A","NONTRAUMATIC STUPOR & COMA, MAJC","11.0"
"B74B","NONTRAUMATIC STUPOR & COMA, MINC","11.0"
"B75Z","FEBRILE CONVULSIONS","11.0"
"B76A","SEIZURES, MAJC","11.0"
"B76B","SEIZURES, MINC","11.0"
"B77A","HEADACHES, MAJC","11.0"
"B77B","HEADACHES, MINC","11.0"
"B78A","INTRACRANIAL INJURIES, MAJC","11.0"
"B78B","INTRACRANIAL INJURIES, MINC","11.0"
"B78C","INTRACRANIAL INJURIES, TR < 5D","11.0"
"B79A","SKULL FRACTURES, MAJC","11.0"
"B79B","SKULL FRACTURES, MINC","11.0"
"B80A","OTHER HEAD INJURIES, MAJC","11.0"
"B80B","OTHER HEAD INJURIES, MINC","11.0"
"B81A","OTHER DIS OF NERVOUS SYS, MAJC","11.0"
"B81B","OTHER DIS OF NERVOUS SYS, MINC","11.0"
"B82A","CHRONIC & UNSP PARA/QUAD, MAJC","11.0"
"B82B","CHRONIC & UNSP PARA/QUAD, INTC","11.0"
"B82C","CHRONIC & UNSP PARA/QUAD, MINC","11.0"
"B83A","AC PARA/QUAD & SPINAL CORD, MAJC","11.0"
"B83B","AC PARA/QUAD & SPINAL CORD, INTC","11.0"
"B83C","AC PARA/QUAD & SPINAL CORD, MINC","11.0"
"C01Z","INTERVTN FOR PENETRTNG EYE INJ","11.0"
"C02A","ENUCLE & ORBITAL INTERVTN, MAJC","11.0"
"C02B","ENUCLE & ORBITAL INTERVTN, MINC","11.0"
"C03A","RETINAL INTERVENTIONS, MAJC","11.0"
"C03B","RETINAL INTERVENTIONS, MINC","11.0"
"C04A","MJR CORN, SCLERL & CNJNCT INTERVT, MAJC","11.0"
"C04B","MJR CORN, SCLERL & CNJNCT INTERVT, MINC","11.0"
"C05Z","DACRYOCYSTORHINOSTOMY","11.0"
"C10Z","STRABISMUS INTERVENTIONS","11.0"
"C11Z","EYELID INTERVENTIONS","11.0"
"C12A","OTH CORN SCLERAL & CONJ INTERVTN, MAJC","11.0"
"C12B","OTH CORN SCLERAL & CONJ INTERVTN, MINC","11.0"
"C13Z","LACRIMAL INTERVENTIONS","11.0"
"C14A","OTHER EYE INTERVENTIONS, MAJC","11.0"
"C14B","OTHER EYE INTERVENTIONS, MINC","11.0"
"C15A","GLAUCOMA/CMPLX CATARACT INTERV, MAJC","11.0"
"C15B","GLAUCOMA/CMPLX CATARACT INTERV, MINC","11.0"
"C16Z","LENS INTERVENTIONS","11.0"
"C60A","AC & MJR EYE INFECTIONS, MAJC","11.0"
"C60B","AC & MJR EYE INFECTIONS, MINC","11.0"
"C61A","NEURO & VASCLR DIS EYE, MAJC","11.0"
"C61B","NEURO & VASCLR DIS EYE, MINC","11.0"
"C62A","HYPH & MED M TRAUMA EYE, MAJC","11.0"
"C62B","HYPH & MED M TRAUMA EYE, MINC","11.0"
"C63A","OTH DIS OF THE EYE, MAJC","11.0"
"C63B","OTH DIS OF THE EYE, MINC","11.0"
"D01Z","COCHLEAR IMPLANT","11.0"
"D02A","HEAD & NECK INTERVENTIONS, MAJC","11.0"
"D02B","HEAD & NECK INTERVENTIONS, INTC","11.0"
"D02C","HEAD & NECK INTERVENTIONS, MINC","11.0"
"D03A","REPR CLEFT LIP/PALATE, MAJC","11.0"
"D03B","REPR CLEFT LIP/PALATE, MINC","11.0"
"D04A","MAXILLO SURGERY, MAJC","11.0"
"D04B","MAXILLO SURGERY, MINC","11.0"
"D05Z","PAROTID GLAND INTERVENTIONS","11.0"
"D06Z","SINUS & COMPLEX MIDDLE EAR INT","11.0"
"D10Z","NASAL INTERVENTIONS","11.0"
"D11Z","TONSILLECTOMY, ADENOIDECTOMY","11.0"
"D12A","OTH EAR, NOSE, MTH & THRT INTERVTN, MAJC","11.0"
"D12B","OTH EAR, NOSE, MTH & THRT INTERVTN, MINC","11.0"
"D13Z","MYRINGOTOMY + TUBE INSERTION","11.0"
"D14A","MOUTH & SALIVRY GLAND INTERVTN, MAJC","11.0"
"D14B","MOUTH & SALIVRY GLAND INTERVTN, MINC","11.0"
"D15Z","MASTOID INTERVENTIONS","11.0"
"D40Z","DENTAL EXTRACT & RESTORATIONS","11.0"
"D60A","EAR, NOSE, MTH & THRT MALIG, MAJC","11.0"
"D60B","EAR, NOSE, MTH & THRT MALIG, MINC","11.0"
"D61A","DYSEQUILIBRIUM, MAJC","11.0"
"D61B","DYSEQUILIBRIUM, MINC","11.0"
"D62A","EPISTAXIS, MAJC","11.0"
"D62B","EPISTAXIS, MINC","11.0"
"D63A","OTITIS MEDIA & UPP RESP INF, MAJC","11.0"
"D63B","OTITIS MEDIA & UPP RESP INF, MINC","11.0"
"D64A","LARYNGOTRTIS & EPIGLOTTITIS, MAJC","11.0"
"D64B","LARYNGOTRTIS & EPIGLOTTITIS, MINC","11.0"
"D65A","NASAL TRAUMA & DEFORMITY, MAJC","11.0"
"D65B","NASAL TRAUMA & DEFORMITY, MINC","11.0"
"D66A","OTH EAR, NOSE, MTH & THRT DIS, MAJC","11.0"
"D66B","OTH EAR, NOSE, MTH & THRT DIS, MINC","11.0"
"D67A","ORAL & DENTAL DISORDERS, MAJC","11.0"
"D67B","ORAL & DENTAL DISORDERS, MINC","11.0"
"E01A","MAJOR CHEST INTERVENTIONS, MAJC","11.0"
"E01B","MAJOR CHEST INTERVENTIONS, INTC","11.0"
"E01C","MAJOR CHEST INTERVENTIONS, MINC","11.0"
"E02A","OTHER RESPIRATORY SYS GI, MAJC","11.0"
"E02B","OTHER RESPIRATORY SYS GI, INTC","11.0"
"E02C","OTHER RESPIRATORY SYS GI, MINC","11.0"
"E03Z","LUNG OR HEART-LUNG TRANSPLANTATION","11.0"
"E40A","RESP SYS DIS, VENT SUPP, MAJC","11.0"
"E40B","RESP SYS DIS, VENT SUPP, MINC","11.0"
"E41A","RESP SYS DIS, NON-INV VENT, MAJC","11.0"
"E41B","RESP SYS DIS, NON-INV VENT, MINC","11.0"
"E42A","BRONCHOSCOPY, MAJC","11.0"
"E42B","BRONCHOSCOPY, INTC","11.0"
"E42C","BRONCHOSCOPY, MINC","11.0"
"E60A","CYSTIC FIBROSIS, MAJC","11.0"
"E60B","CYSTIC FIBROSIS, MINC","11.0"
"E61A","PULMONARY EMBOLISM, MAJC","11.0"
"E61B","PULMONARY EMBOLISM, MINC","11.0"
"E62A","RESPIR INFECTN/INFLAMM, MAJC","11.0"
"E62B","RESPIR INFECTN/INFLAMM, MINC","11.0"
"E63A","SLEEP APNOEA, MAJC","11.0"
"E63B","SLEEP APNOEA, MINC","11.0"
"E64A","PULM OEDEMA & RESP FAIL, MAJC","11.0"
"E64B","PULM OEDEMA & RESP FAIL, MINC","11.0"
"E65A","CHRONIC OBSTRUCTIVE PULMONARY DIS, MAJC","11.0"
"E65B","CHRONIC OBSTRUCTIVE PULMONARY DIS, MINC","11.0"
"E66A","MAJOR CHEST TRAUMA, MAJC","11.0"
"E66B","MAJOR CHEST TRAUMA, MINC","11.0"
"E67A","RESP SIGNS & SYMPTOMS, MAJC","11.0"
"E67B","RESP SIGNS & SYMPTOMS, MINC","11.0"
"E68A","PNEUMOTHORAX, MAJC","11.0"
"E68B","PNEUMOTHORAX, MINC","11.0"
"E69A","BRONCHITIS & ASTHMA, MAJC","11.0"
"E69B","BRONCHITIS & ASTHMA, MINC","11.0"
"E70A","WHOOPNG CGH & ACTE BRNCHIO, MAJC","11.0"
"E70B","WHOOPNG CGH & ACTE BRNCHIO, MINC","11.0"
"E71A","RESPIRATORY NEOPLASTIC DISORDERS, MAJC","11.0"
"E71B","RESPIRATORY NEOPLASTIC DISORDERS, MINC","11.0"
"E72Z","RESP PROBS FROM NEONATL PERIOD","11.0"
"E73A","PLEURAL EFFUSION, MAJC","11.0"
"E73B","PLEURAL EFFUSION, INTC","11.0"
"E73C","PLEURAL EFFUSION, MINC","11.0"
"E74A","INTERSTITIAL LUNG DIS, MAJC","11.0"
"E74B","INTERSTITIAL LUNG DIS, MINC","11.0"
"E75A","OTHER RESP SYS DIS, MAJC","11.0"
"E75B","OTHER RESP SYS DIS, MINC","11.0"
"E76A","RESPIRATORY TUBERCULOSIS, MAJC","11.0"
"E76B","RESPIRATORY TUBERCULOSIS, MINC","11.0"
"E77A","BRONCHIECTASIS, MAJC","11.0"
"E77B","BRONCHIECTASIS, MINC","11.0"
"F01A","IMPL/REPL AICD, TOT SYS, MAJC","11.0"
"F01B","IMPL/REPL AICD, TOT SYS, MINC","11.0"
"F02Z","OTHER AICD INTERVENTIONS","11.0"
"F03A","CRD VLV INTERVTN+PMP+INV INVES, MAJC","11.0"
"F03B","CRD VLV INTERVTN+PMP+INV INVES, MINC","11.0"
"F04A","CRD VLV INTERVTN+PMP-INV INVES, MAJC","11.0"
"F04B","CRD VLV INTERVTN+PMP-INV INVES, INTC","11.0"
"F04C","CRD VLV INTERVTN+PMP-INV INVES, MINC","11.0"
"F05A","CRNRY BYPSS+INV INVES, MAJC","11.0"
"F05B","CRNRY BYPSS+INV INVES, MINC","11.0"
"F06A","CRNRY BYPSS-INV INVES, MAJC","11.0"
"F06B","CRNRY BYPSS-INV INVES, INTC","11.0"
"F06C","CRNRY BYPSS-INV INVES, MINC","11.0"
"F07A","OTH CARDTHOR/VASC INTERVTN+PMP, MAJC","11.0"
"F07B","OTH CARDTHOR/VASC INTERVTN+PMP, INTC","11.0"
"F07C","OTH CARDTHOR/VASC INTERVTN+PMP, MINC","11.0"
"F08A","MJR RECNSTR VASC INTERVTN-PUMP, MAJC","11.0"
"F08B","MJR RECNSTR VASC INTERVTN-PUMP, INTC","11.0"
"F08C","MJR RECNSTR VASC INTERVTN-PUMP, MINC","11.0"
"F09A","OTH CARDIOTHR INTERVTN-CPB PMP, MAJC","11.0"
"F09B","OTH CARDIOTHR INTERVTN-CPB PMP, MINC","11.0"
"F10A","INTERVENTIONAL CRNRY PR + AMI, MAJC","11.0"
"F10B","INTERVENTIONAL CRNRY PR + AMI, MINC","11.0"
"F11A","AMP CIRC DIS-UP LMB & TOE, MAJC","11.0"
"F11B","AMP CIRC DIS-UP LMB & TOE, MINC","11.0"
"F12A","IMPL/REPL PM, TOT SYS, MAJC","11.0"
"F12B","IMPL/REPL PM, TOT SYS, MINC","11.0"
"F13A","AMP CIRC DIS, UPP LMB & TOE, MAJC","11.0"
"F13B","AMP CIRC DIS, UPP LMB & TOE, MINC","11.0"
"F14A","VASC INTERVTN-MJR RECONSTR-PMP, MAJC","11.0"
"F14B","VASC INTERVTN-MJR RECONSTR-PMP, INTC","11.0"
"F14C","VASC INTERVTN-MJR RECONSTR-PMP, MINC","11.0"
"F17A","INSERT/REPLACE PACEM GEN, MAJC","11.0"
"F17B","INSERT/REPLACE PACEM GEN, MINC","11.0"
"F18Z","OTHER PACEMAKER INTERVENTIONS","11.0"
"F19A","TRNS-VSCLR PERC CRDC INTERVTN, MAJC","11.0"
"F19B","TRNS-VSCLR PERC CRDC INTERVTN, MINC","11.0"
"F20Z","VEIN LIGATION & STRIPPING","11.0"
"F21A","OTH CIRCULATORY SYS GI, MAJC","11.0"
"F21B","OTH CIRCULATORY SYS GI, INTC","11.0"
"F21C","OTH CIRCULATORY SYS GI, MINC","11.0"
"F22Z","INSERT ARTIFICIAL HEART DEVICE","11.0"
"F23Z","HEART TRANSPLANTATION","11.0"
"F24A","INTERVENTIONAL CRNRY PR-AMI, MAJC","11.0"
"F24B","INTERVENTIONAL CRNRY PR-AMI, MINC","11.0"
"F25A","PERC HRT VALV REPLACE W BIOPROSTH, MAJC","11.0"
"F25B","PERC HRT VALV REPLACE W BIOPROSTH, MINC","11.0"
"F40A","CIRC DIS +VENT SUPP, MAJC","11.0"
"F40B","CIRC DIS +VENT SUPP, MINC","11.0"
"F41A","CRC DSRD+AMI+INVA INV INTERVTN, MAJC","11.0"
"F41B","CRC DSRD+AMI+INVA INV INTERVTN, MINC","11.0"
"F42A","CIRC DIS-AMI+INVA INV INTERVTN, MAJC","11.0"
"F42B","CIRC DIS-AMI+INVA INV INTERVTN, MINC","11.0"
"F43A","CIRC DIS +N-INVAS VENT, MAJC","11.0"
"F43B","CIRC DIS +N-INVAS VENT, MINC","11.0"
"F60A","CIRC DIS+AMI-INVA INV INTERVTN ","11.0"
"F60B","CIRC DIS+AMI-INVA INV INTERVTN, TR < 5D","11.0"
"F61A","INFECTIVE ENDOCARDITIS, MAJC","11.0"
"F61B","INFECTIVE ENDOCARDITIS, MINC","11.0"
"F62A","HEART FAILURE & SHOCK, MAJC","11.0"
"F62B","HEART FAILURE & SHOCK, MINC","11.0"
"F62C","HEART FAILURE & SHOCK, TR < 5D","11.0"
"F63A","VENOUS THROMBOSIS, MAJC","11.0"
"F63B","VENOUS THROMBOSIS, MINC","11.0"
"F64A","SKN ULCERS IN CIRC DIS, MAJC","11.0"
"F64B","SKN ULCERS IN CIRC DIS, INTC","11.0"
"F64C","SKN ULCERS IN CIRC DIS, MINC","11.0"
"F65A","PERIPHERAL VASCULAR DIS, MAJC","11.0"
"F65B","PERIPHERAL VASCULAR DIS, MINC","11.0"
"F66A","CORONARY ATHEROSCLEROSIS, MAJC","11.0"
"F66B","CORONARY ATHEROSCLEROSIS, MINC","11.0"
"F67A","HYPERTENSION, MAJC","11.0"
"F67B","HYPERTENSION, MINC","11.0"
"F68Z","CONGENITAL HEART DISEASE","11.0"
"F69A","VALVULAR DISORDERS, MAJC","11.0"
"F69B","VALVULAR DISORDERS, MINC","11.0"
"F72A","UNSTABLE ANGINA, MAJC","11.0"
"F72B","UNSTABLE ANGINA, MINC","11.0"
"F73A","SYNCOPE & COLLAPSE, MAJC","11.0"
"F73B","SYNCOPE & COLLAPSE, MINC","11.0"
"F74A","CHEST PAIN, MAJC","11.0"
"F74B","CHEST PAIN, MINC","11.0"
"F75A","OTHER CIRCULATORY DIS, MAJC","11.0"
"F75B","OTHER CIRCULATORY DIS, MINC","11.0"
"F76A","ARRHY, CARD ARRST & COND DIS, MAJC","11.0"
"F76B","ARRHY, CARD ARRST & COND DIS, MINC","11.0"
"G01A","RECTAL RESECTION, MAJC","11.0"
"G01B","RECTAL RESECTION, INTC","11.0"
"G01C","RECTAL RESECTION, MINC","11.0"
"G02A","MJR SMALL & LARGE BOWEL INTERVTN, MAJC","11.0"
"G02B","MJR SMALL & LARGE BOWEL INTERVTN, INTC","11.0"
"G02C","MJR SMALL & LARGE BOWEL INTERVTN, MINC","11.0"
"G03A","STOMCH, OESHPGL & DUODNL INTERVTN, MAJC","11.0"
"G03B","STOMCH, OESHPGL & DUODNL INTERVTN, INTC","11.0"
"G03C","STOMCH, OESHPGL & DUODNL INTERVTN, MINC","11.0"
"G04A","PERITONEAL ADHESOLYSIS, MAJC","11.0"
"G04B","PERITONEAL ADHESOLYSIS, INTC","11.0"
"G04C","PERITONEAL ADHESOLYSIS, MINC","11.0"
"G05A","MNR SMALL & LARGE BOWEL INTERVTN, MAJC","11.0"
"G05B","MNR SMALL & LARGE BOWEL INTERVTN, MINC","11.0"
"G06Z","PYLOROMYOTOMY","11.0"
"G07A","APPENDICECTOMY, MAJC","11.0"
"G07B","APPENDICECTOMY, MINC","11.0"
"G10A","HERNIA INTERVENTIONS, MAJC","11.0"
"G10B","HERNIA INTERVENTIONS, MINC","11.0"
"G11A","ANAL & STOMAL INTERVENTIONS, MAJC","11.0"
"G11B","ANAL & STOMAL INTERVENTIONS, MINC","11.0"
"G12A","OTH DIGESTIVE SYS GI, MAJC","11.0"
"G12B","OTH DIGESTIVE SYS GI, INTC","11.0"
"G12C","OTH DIGESTIVE SYS GI, MINC","11.0"
"G13Z","PERITONECTOMY-GASTROINTESTIN DISRD","11.0"
"G46A","COMPLEX ENDOSCOPY, MAJC","11.0"
"G46B","COMPLEX ENDOSCOPY, MINC","11.0"
"G47A","GASTROSCOPY, MAJC","11.0"
"G47B","GASTROSCOPY, INTC","11.0"
"G47C","GASTROSCOPY, MINC","11.0"
"G48A","COLONOSCOPY, MAJC","11.0"
"G48B","COLONOSCOPY, MINC","11.0"
"G60A","DIGESTIVE MALIGNANCY, MAJC","11.0"
"G60B","DIGESTIVE MALIGNANCY, MINC","11.0"
"G61A","GASTROINT HAEMORRHAGE, MAJC","11.0"
"G61B","GASTROINT HAEMORRHAGE, MINC","11.0"
"G64Z","INFLAM BOWEL DISEASE","11.0"
"G65A","GASTROINT OBSTRUCTION, MAJC","11.0"
"G65B","GASTROINT OBSTRUCTION, MINC","11.0"
"G66A","ABDMNL PAIN/MESENT ADNTS, MAJC","11.0"
"G66B","ABDMNL PAIN/MESENT ADNTS, MINC","11.0"
"G67A","OESOPHS & GASTROENTS, MAJC","11.0"
"G67B","OESOPHS & GASTROENTS, MINC","11.0"
"G70A","OTHER DIGESTIVE SYS DIS, MAJC","11.0"
"G70B","OTHER DIGESTIVE SYS DIS, INTC","11.0"
"G70C","OTHER DIGESTIVE SYS DIS, MINC","11.0"
"H01A","PANCREAS, LIVER & SHUNT INTERVTN, MAJC","11.0"
"H01B","PANCREAS, LIVER & SHUNT INTERVTN, INTC","11.0"
"H01C","PANCREAS, LIVER & SHUNT INTERVTN, MINC","11.0"
"H02A","MJR BILIARY TRACT INTERVTN, MAJC","11.0"
"H02B","MJR BILIARY TRACT INTERVTN, INTC","11.0"
"H02C","MJR BILIARY TRACT INTERVTN, MINC","11.0"
"H05A","HEPATOBILIARY DIAG INTERVTN, MAJC","11.0"
"H05B","HEPATOBILIARY DIAG INTERVTN, INTC","11.0"
"H05C","HEPATOBILIARY DIAG INTERVTN, MINC","11.0"
"H06A","OTHER HEPATOBIL & PANCR INTERVTNS, MAJC","11.0"
"H06B","OTHER HEPATOBIL & PANCR INTERVTNS, INTC","11.0"
"H06C","OTHER HEPATOBIL & PANCR INTERVTNS, MINC","11.0"
"H07A","OPEN CHOLECYSTECTOMY, MAJC","11.0"
"H07B","OPEN CHOLECYSTECTOMY, INTC","11.0"
"H07C","OPEN CHOLECYSTECTOMY, MINC","11.0"
"H08A","LAP CHOLECYSTECTOMY, MAJC","11.0"
"H08B","LAP CHOLECYSTECTOMY, MINC","11.0"
"H09Z","LIVER TRANSPLANTATION","11.0"
"H60A","CIRRHOSIS & ALC HEPATITIS, MAJC","11.0"
"H60B","CIRRHOSIS & ALC HEPATITIS, INTC","11.0"
"H60C","CIRRHOSIS & ALC HEPATITIS, MINC","11.0"
"H61A","MALG HEPATOBIL SYS & PANCR, MAJC","11.0"
"H61B","MALG HEPATOBIL SYS & PANCR, MINC","11.0"
"H62A","PANCREAS DIS - MALIG, MAJC","11.0"
"H62B","PANCREAS DIS - MALIG, MINC","11.0"
"H63A","OTH DISORDERS OF LIVER, MAJC","11.0"
"H63B","OTH DISORDERS OF LIVER, INTC","11.0"
"H63C","OTH DISORDERS OF LIVER, MINC","11.0"
"H64A","BILIARY TRACT DISORDERS, MAJC","11.0"
"H64B","BILIARY TRACT DISORDERS, MINC","11.0"
"H65A","BLEED OESOPHAGEAL VARICES, MAJC","11.0"
"H65B","BLEED OESOPHAGEAL VARICES, INTC","11.0"
"H65C","BLEED OESOPHAGEAL VARICES, MINC","11.0"
